invoice,date,storenumber,storename,address,city,zipcode,storelocation,countynumber,county,category,categoryname,vendornumber,vendorname,itemnumber,itemdescription,pack,bottlevolume,statebottlecost,statebottleretail,bottlessold,sale,volumesoldl,volumesoldg
INV-41608100022,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011300,Single Barrel Bourbon Whiskies,65,Jim Beam Brands,19116,Jim Beam Single Barrel,6,750,$19.41 ,$29.12 ,3,87.36,2.25,0.59
INV-41608000007,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,$7.17 ,$10.76 ,12,129.12,21,5.54
INV-41606500002,11/3/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307881 43.384945),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,$10.45 ,$15.68 ,12,188.16,21,5.54
INV-41608000008,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,421,SAZERAC COMPANY  INC,37938,Skol Vodka,6,1750,$7.11 ,$10.67 ,6,58.5,10.5,2.77
INV-41608000003,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36978,Nikolai Vodka,6,1750,$6.48 ,$9.72 ,12,124.56,21,5.54
INV-41609100019,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,$15.33 ,$23.00 ,2,46,3.5,0.92
INV-41608800026,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1032200,Imported Flavored Vodka,65,Jim Beam Brands,34189,Effen Black Cherry,6,750,$12.50 ,$18.75 ,6,112.5,4.5,1.18
INV-41597500002,11/3/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77050,Field Fire,6,750,$12.00 ,$18.00 ,6,108,4.5,1.18
INV-41608100015,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,$18.00 ,$27.00 ,660,17820,1155,305.11
INV-41608800020,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,57179,Chi-Chi's Ruby Red Margarita,6,1750,$5.75 ,$8.63 ,6,58.5,10.5,2.77
INV-41608000009,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031200,American Flavored Vodka,380,Phillips Beverage,41707,Phillips Lime Vodka,12,1000,$5.78 ,$8.67 ,12,104.04,12,3.17
INV-41608400005,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,421,SAZERAC COMPANY  INC,101471,99 Holiday Ornament Minis,12,50,$2.58 ,$3.87 ,12,46.44,0.6,0.15
INV-41608800013,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27474,Bird Dog Blackberry,6,750,$10.00 ,$15.00 ,6,90,4.5,1.18
INV-41608100013,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69611,Dr McGillicuddys Apple Pie,12,750,$8.66 ,$12.99 ,12,155.88,9,2.37
INV-41608800027,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1081400,American Schnapps,434,LUXCO INC,80571,Arrow Peppermint Schnapps Mini,12,50,$4.55 ,$6.83 ,12,81.96,0.6,0.15
INV-41608600001,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1022200,100% Agave Tequila,35,BACARDI USA INC,88294,Patron Silver,12,375,$15.00 ,$22.50 ,12,270,4.5,1.18
INV-41608800006,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1701100,Temporary & Specialty Packages,65,Jim Beam Brands,3354,DeKuyper Candy Cane,1,200,$69.90 ,$104.85 ,1,104.85,0.2,0.05
INV-41608000002,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011200,Straight Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18347,Four Roses Small Batch Mini,5,50,$29.85 ,$44.78 ,5,223.9,0.25,0.06
INV-41608600006,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,$16.59 ,$24.89 ,6,149.34,4.5,1.18
INV-41608800012,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011200,Straight Bourbon Whiskies,85,Brown Forman Corp.,22215,Woodford Reserve,12,750,$22.49 ,$33.74 ,12,404.88,9,2.37
INV-41608900002,11/3/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1011600,Straight Rye Whiskies,259,Heaven Hill Brands,927114,HA Pikesville Rye 110prf,6,750,$25.00 ,$37.50 ,1,37.5,0.75,0.19
INV-41606500005,11/3/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307881 43.384945),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11773,Black Velvet,48,200,$1.56 ,$2.34 ,48,112.32,9.6,2.53
INV-41608800024,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012200,Scotch Whiskies,240,William Grant & Sons Inc,6998,Clan Macgregor Scotch,6,1750,$11.25 ,$16.88 ,6,101.28,10.5,2.77
INV-41608400003,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,259,Heaven Hill Brands,2229,Christian Bros Holiday Nog,12,750,$4.50 ,$6.75 ,36,243,27,7.13
INV-41856200010,11/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,$16.49 ,$24.74 ,12,296.88,9,2.37
INV-41856300030,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,6,117.12,4.5,1.18
INV-41856600034,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1042100,Imported Dry Gins,240,William Grant & Sons Inc,28627,Hendricks Gin,6,1000,$21.67 ,$32.51 ,1,32.51,1,0.26
INV-41856300026,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011100,Blended Whiskies,297,Laird & Company,23828,Five Star,6,1750,$7.62 ,$11.43 ,6,68.58,10.5,2.77
INV-41855400028,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,59231,Ice Box Mudslide,6,1750,$6.76 ,$10.14 ,6,40.5,10.5,2.77
INV-41856300019,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1081200,Cream Liqueurs,205,E & J Gallo Winery,80488,Tippy Cow Shamrock Mint,6,750,$11.00 ,$16.50 ,2,33,1.5,0.39
INV-41855400027,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,338,"Marussia Beverages USA, Inc / Niche Import",66015,Mozart Chocolate Cream Liqueur,6,750,$15.00 ,$22.50 ,6,135,4.5,1.18
INV-41856600009,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10808,Crown Royal Regal Apple,12,1000,$19.39 ,$29.09 ,2,58.18,2,0.52
INV-41855400002,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,255,Infinium Spirits,37888,Seagrams Extra Smooth Vodka,6,1750,$10.00 ,$15.00 ,6,90,10.5,2.77
INV-41855400008,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77049,Sir Winston Apple,6,750,$13.01 ,$19.52 ,6,117.12,4.5,1.18
INV-41856200025,11/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1041200,Flavored Gin,110,3 BADGE CORPORATION,932650,SOOH Uncle Vals Botanical Gin,6,750,$19.25 ,$28.88 ,6,173.28,4.5,1.18
INV-41856800011,11/10/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25606,Seagrams 7 Crown,12,750,$7.50 ,$11.25 ,12,135,9,2.37
INV-41856600013,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012100,Canadian Whiskies,421,SAZERAC COMPANY  INC,12407,Canadian Ltd Whisky,12,1000,$5.50 ,$8.25 ,2,16.5,2,0.52
INV-41856300015,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,$19.00 ,$28.50 ,12,342,21,5.54
INV-41856600036,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82847,Dekuyper Luscious Peachtree,12,1000,$7.87 ,$11.81 ,2,23.62,2,0.52
INV-41853600004,11/10/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307881 43.384945),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,$3.34 ,$5.01 ,24,120.24,18,4.75
INV-41856300005,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1701100,Temporary & Specialty Packages,85,Brown Forman Corp.,74782,Jack Daniels Winter Jack,12,750,$10.34 ,$15.51 ,12,186.12,9,2.37
INV-41856200014,11/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69638,Dr McGillicuddys Cherry,6,1750,$14.66 ,$21.99 ,1,21.99,1.75,0.46
INV-41855400004,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,$7.60 ,$11.40 ,6,68.4,10.5,2.77
INV-41856600014,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012100,Canadian Whiskies,395,PROXIMO,14192,Pendleton Canadian Whiskey,12,750,$13.50 ,$20.25 ,1,20.25,0.75,0.19
INV-41855400020,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081300,American Cordials & Liqueur,259,Heaven Hill Brands,72722,Christian Bros Honey,12,750,$6.00 ,$9.00 ,12,108,9,2.37
INV-41856600023,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1032100,Imported Vodkas,35,BACARDI USA INC,34422,Grey Goose,6,1000,$19.00 ,$28.50 ,1,28.5,1,0.26
INV-41856500003,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10809,Crown Royal Regal Apple,6,1750,$32.99 ,$49.49 ,6,296.94,10.5,2.77
INV-41856300031,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1081200,Cream Liqueurs,481,Sugarlands Distilling Company LLC,80518,Sugarlands Appalachian Butter Pecan Sippin Cream,6,750,$13.52 ,$20.28 ,1,20.28,0.75,0.19
INV-41856200032,11/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77658,Smirnoff Cranberry,12,750,$8.25 ,$12.38 ,4,49.52,3,0.79
INV-41855400013,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011100,Blended Whiskies,297,Laird & Company,23828,Five Star,6,1750,$7.62 ,$11.43 ,6,68.58,10.5,2.77
INV-41855400041,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1022200,100% Agave Tequila,300,McCormick Distilling Co.,89665,Hussongs Platinum Anejo,6,750,$26.50 ,$39.75 ,2,79.5,1.5,0.39
INV-41848800001,11/10/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77052,Hog Wild Cinnamon,6,750,$12.00 ,$18.00 ,6,108,4.5,1.18
INV-41855200001,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011400,Tennessee Whiskies,85,Brown Forman Corp.,926352,HA Jack Daniels 10YR,6,750,$35.00 ,$52.50 ,1,52.5,0.75,0.19
INV-41855400038,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,22244,Yellowstone Select,6,750,$20.00 ,$30.00 ,4,120,3,0.79
INV-41856100002,11/10/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,12,234.24,9,2.37
INV-41856800003,11/10/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,$16.49 ,$24.74 ,3,74.22,2.25,0.59
INV-41855400014,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,21598,Ten High,6,1750,$9.24 ,$13.86 ,6,72,10.5,2.77
INV-41856300032,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1091100,American Distilled Spirit Specialty,481,Sugarlands Distilling Company LLC,78107,Sugarlands Appalachian Banana Pudding Sippin Cream,6,750,$13.52 ,$20.28 ,1,20.28,0.75,0.19
INV-41856200006,11/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,12,234.24,9,2.37
INV-41856800021,11/10/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1032100,Imported Vodkas,35,BACARDI USA INC,34433,Grey Goose,12,750,$15.00 ,$22.50 ,2,45,1.5,0.39
INV-41856300020,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1051100,American Brandies,434,LUXCO INC,55088,Paramount Blackberry Brandy,6,1750,$11.29 ,$16.94 ,6,101.64,10.5,2.77
INV-41856600025,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,$12.67 ,$19.01 ,12,228.12,12,3.17
INV-41856600033,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1041100,American Dry Gins,434,LUXCO INC,31657,Paramount Gin,12,1000,$4.30 ,$6.45 ,1,6.45,1,0.26
INV-41855400034,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11774,Black Velvet,24,375,$3.07 ,$4.61 ,24,110.64,9,2.37
INV-41856300034,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64716,Ciroc Peach,12,750,$16.49 ,$24.74 ,1,24.74,0.75,0.19
INV-41856300038,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19064,Jim Beam,24,375,$5.60 ,$8.40 ,24,201.6,9,2.37
INV-41848800004,11/10/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,18,351.36,13.5,3.56
INV-41855400006,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,259,Heaven Hill Brands,36122,Deep Eddy 80prf,12,750,$8.50 ,$12.75 ,12,153,9,2.37
INV-41856300010,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1031100,American Vodkas,421,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,$9.44 ,$14.16 ,12,169.92,21,5.54
INV-41856100005,11/10/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced,24,375,$2.99 ,$4.49 ,24,107.76,9,2.37
INV-41853600006,11/10/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307881 43.384945),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69609,Dr McGillicuddys Apple Pie Mini,12,50,$5.00 ,$7.50 ,12,90,0.6,0.15
INV-41856900002,11/10/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,$20.26 ,$30.39 ,2,60.78,3.5,0.92
INV-41856600021,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012200,Scotch Whiskies,421,SAZERAC COMPANY  INC,10009,Scoresby Rare Scotch,12,1000,$6.74 ,$10.11 ,1,10.11,1,0.26
INV-41855700004,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1071100,Cocktails /RTD,305,Mhw LTD,67075,Twisted Shotz Sex on the Beach,1,1800,$54.18 ,$81.27 ,1,81.27,1.8,0.47
INV-41855400030,11/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,57279,Chi-Chi's Pink Lemonade Margarita,6,1750,$5.75 ,$8.63 ,6,58.5,10.5,2.77
INV-41856600040,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011600,Straight Rye Whiskies,214,GoAmericaGo Beverages LLC / WhistlePig,26697,WhistlePig FarmStock,6,750,$36.50 ,$54.75 ,2,109.5,1.5,0.39
INV-41856300024,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1022200,100% Agave Tequila,192,"Mast-Jagermeister US, Inc",88372,Teremana Reposado Tequila,6,750,$16.43 ,$24.65 ,6,147.9,4.5,1.18
INV-41856300002,11/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,$25.80 ,$38.70 ,3,116.1,0.15,0.03
INV-41856900020,11/10/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1022100,Mixto Tequila,395,PROXIMO,89198,Jose Cuervo Especial Reposado,6,1750,$21.50 ,$32.25 ,1,32.25,1.75,0.46
