invoice,date,storenumber,storename,address,city,zipcode,storelocation,countynumber,county,category,categoryname,vendornumber,vendorname,itemnumber,itemdescription,pack,bottlevolume,statebottlecost,statebottleretail,bottlessold,sale,volumesoldl,volumesoldg
INV-41608400001,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,259,Heaven Hill Brands,59100,Evan Williams Egg Nog,12,750,$4.50 ,$6.75 ,36,243,27,7.13
INV-41608100001,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011100,Blended Whiskies,395,PROXIMO,27605,Tin Cup,12,750,$13.75 ,$20.63 ,12,247.56,9,2.37
INV-41608800021,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26827,Jack Daniels Old #7 Black Label,12,1000,$19.76 ,$29.64 ,12,355.68,12,3.17
INV-41608700006,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut,12,750,$7.99 ,$11.99 ,12,143.88,9,2.37
INV-41607600001,11/3/2021,6034,Three Doors Down Liquor,417 Broad St.,Whittemore          ,50598,POINT (-94.423056 43.063592),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,901559,HA Blood Oath Trilogy II 3 Pack,1,2250,$400.00 ,$600.00 ,1,600,2.25,0.59
INV-41608600003,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1032100,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80prf,12,750,$9.99 ,$14.99 ,12,179.88,9,2.37
INV-41608400002,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,285,Charles Jacquin Et Cie,61616,Pennsylvania Dutch Egg Nog,12,750,$5.04 ,$7.56 ,36,272.16,27,7.13
INV-41608100019,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011600,Straight Rye Whiskies,255,Infinium Spirits,26858,Templeton Rye 4YR,12,375,$9.99 ,$14.99 ,12,179.88,4.5,1.18
INV-41608100006,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28704,Nolets Silver Gin,4,750,$19.99 ,$29.99 ,4,119.96,3,0.79
INV-41608800028,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1701100,Temporary & Specialty Packages,492,WESTERN SPIRITS BEVERAGE,101172,Bird Dog Kentucky Straight VAP w/ 2 Minis,6,850,$10.02 ,$15.03 ,6,90.18,5.1,1.34
INV-41609100018,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,$11.34 ,$17.01 ,4,68.04,4,1.05
INV-41608100017,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062500,Flavored Rum,65,Jim Beam Brands,43848,Ronrico Silver Label Rum,6,1750,$7.50 ,$11.25 ,6,67.5,10.5,2.77
INV-41608700001,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,10802,Crown Royal Peach,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-41606500008,11/3/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307881 43.384945),55,Kossuth,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,10802,Crown Royal Peach,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-41606500007,11/3/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307881 43.384945),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36302,Hawkeye Vodka,48,200,$1.15 ,$1.73 ,48,83.04,9.6,2.53
INV-41608000011,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031200,American Flavored Vodka,380,Phillips Beverage,41692,UV Blue Raspberry,6,1750,$11.50 ,$17.25 ,6,103.5,10.5,2.77
INV-41609100023,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1011600,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton Rye 4YR,6,750,$18.09 ,$27.14 ,1,27.14,0.75,0.19
INV-41608300002,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062500,Flavored Rum,259,Heaven Hill Brands,43986,Admiral Nelson Cherry Spiced,6,1750,$11.55 ,$17.33 ,24,415.92,42,11.09
INV-41608000004,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1032100,Imported Vodkas,421,SAZERAC COMPANY  INC,34368,Fris Danish Vodka,6,1750,$8.49 ,$12.74 ,6,76.44,10.5,2.77
INV-41609100010,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69667,Dr McGillicuddys Vanilla,12,1000,$11.00 ,$16.50 ,3,49.5,3,0.79
INV-41608700003,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,$9.00 ,$13.50 ,12,162,9,2.37
INV-41608800007,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut,12,1000,$10.99 ,$16.49 ,12,197.88,12,3.17
INV-41608800018,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1081300,American Cordials & Liqueur,421,SAZERAC COMPANY  INC,73986,Di Amore Amaretto,12,750,$6.00 ,$9.00 ,12,108,9,2.37
INV-41609000001,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1901200,Special Order Items,421,SAZERAC COMPANY  INC,903707,Wisers Deluxe,6,1750,$14.99 ,$22.49 ,18,404.82,31.5,8.32
INV-41608000020,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19026,Jim Beam Black,12,750,$14.00 ,$21.00 ,12,252,9,2.37
INV-41608000012,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031200,American Flavored Vodka,380,Phillips Beverage,41604,UV Grape,12,750,$7.00 ,$10.50 ,12,126,9,2.37
INV-41608000017,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1091100,American Distilled Spirit Specialty,481,Sugarlands Distilling Company LLC,77330,Sugarlands Appalachian Apple Pie Moonshine,6,750,$13.52 ,$20.28 ,6,121.68,4.5,1.18
INV-41608300001,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced,6,1750,$11.55 ,$17.33 ,36,623.88,63,16.64
INV-41608200001,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,10802,Crown Royal Peach,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-41609100005,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,$12.96 ,$19.44 ,6,116.64,10.5,2.77
INV-41609100013,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1022100,Mixto Tequila,395,PROXIMO,89198,Jose Cuervo Especial Reposado,6,1750,$21.50 ,$32.25 ,1,32.25,1.75,0.46
INV-41609100001,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,10802,Crown Royal Peach,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-41608100008,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,434,LUXCO INC,82146,Arrow Raspberry Schnapps,12,750,$4.74 ,$7.11 ,12,85.32,9,2.37
INV-41608800029,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1701100,Temporary & Specialty Packages,259,Heaven Hill Brands,2229,Christian Bros Holiday Nog,12,750,$4.50 ,$6.75 ,12,81,9,2.37
INV-41608100018,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062400,Spiced Rum,259,Heaven Hill Brands,43025,Admiral Nelson Spiced PET,12,750,$6.00 ,$9.00 ,12,108,9,2.37
INV-41608800003,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1041200,Flavored Gin,110,3 BADGE CORPORATION,932650,SOOH Uncle Vals Botanical Gin,6,750,$19.25 ,$28.88 ,6,173.28,4.5,1.18
INV-41608800016,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1081600,Whiskey Liqueur,259,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,$5.50 ,$8.25 ,12,99,9,2.37
INV-41608100009,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,434,LUXCO INC,81208,Paramount Peppermint Schnapps,6,1750,$7.50 ,$11.25 ,6,67.5,10.5,2.77
INV-41608800001,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,421,SAZERAC COMPANY  INC,11936,Canadian Ltd Whisky PET,12,750,$4.34 ,$6.51 ,12,69,9,2.37
INV-41609100017,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1081200,Cream Liqueurs,205,E & J Gallo Winery,73054,RumChata,6,1750,$25.00 ,$37.50 ,1,37.5,1.75,0.46
INV-41608800022,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,16988,Bourbon Supreme Bourbon - DISCO,6,1750,$10.00 ,$15.00 ,5,75,8.75,2.31
INV-41609100020,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,10550,Black Velvet Toasted Caramel,12,750,$5.23 ,$7.85 ,12,94.2,9,2.37
INV-41608100007,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1022100,Mixto Tequila,65,Jim Beam Brands,88556,Sauza Blanco Silver,12,750,$10.50 ,$15.75 ,12,189,9,2.37
INV-41608100002,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,10548,Black Velvet Toasted Caramel,6,1750,$10.45 ,$15.68 ,60,940.8,105,27.73
INV-41609100002,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1062500,Flavored Rum,370,PERNOD RICARD USA,42718,Malibu Coconut,6,1750,$17.49 ,$26.24 ,6,157.44,10.5,2.77
INV-41608000001,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86843,Ole Smoky Salty Caramel Whiskey,6,750,$10.00 ,$15.00 ,12,180,9,2.37
INV-41608600005,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whiskey,24,375,$5.33 ,$8.00 ,12,96,4.5,1.18
INV-41608800010,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,395,PROXIMO,14192,Pendleton Canadian Whiskey,12,750,$13.50 ,$20.25 ,12,243,9,2.37
INV-41609100004,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1031100,American Vodkas,260,DIAGEO AMERICAS,37997,Smirnoff 80prf,12,1000,$9.25 ,$13.88 ,12,166.56,12,3.17
INV-41608800033,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5153,Glenlivet Founders Reserve,12,750,$20.98 ,$31.47 ,4,125.88,3,0.79
INV-41608600002,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,$7.17 ,$10.76 ,6,64.56,10.5,2.77
INV-41609100003,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,$18.00 ,$27.00 ,12,324,21,5.54
INV-41608800014,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11586,Black Velvet Reserve,12,750,$7.00 ,$10.50 ,12,126,9,2.37
INV-41608100003,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11786,Black Velvet PET,12,750,$5.23 ,$7.85 ,12,94.2,9,2.37
INV-41597500001,11/3/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215423 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77054,Private First Class,12,750,$12.96 ,$19.44 ,12,233.28,9,2.37
INV-41608700005,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka PET,12,750,$3.34 ,$5.01 ,12,60.12,9,2.37
INV-41608000005,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,205,E & J Gallo Winery,39466,New Amsterdam 100prf,12,750,$8.50 ,$12.75 ,12,153,9,2.37
INV-41609100014,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77843,Smirnoff Strawberry,12,1000,$9.25 ,$13.88 ,3,41.64,3,0.79
INV-41608000006,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77683,Smirnoff Kissed Caramel,12,750,$8.25 ,$12.38 ,12,148.56,9,2.37
INV-41608000013,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1091200,Neutral Grain Spirits,154,DUNKEL CORPORATION / Iowa Distilling,77284,Rocket Fuel,12,750,$6.65 ,$9.98 ,12,119.76,9,2.37
INV-41608100025,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1042100,Imported Dry Gins,35,BACARDI USA INC,28236,Bombay Sapphire Gin,12,750,$13.50 ,$20.25 ,3,60.75,2.25,0.59
INV-41608100004,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,65,Jim Beam Brands,10628,Canadian Club Whisky,6,1750,$14.50 ,$21.75 ,6,130.5,10.5,2.77
INV-41608100012,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69706,Dr McGillicuddys Root Beer,12,750,$8.66 ,$12.99 ,132,1714.68,99,26.15
INV-41608800025,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1041100,American Dry Gins,469,DAVOS BRANDS LLC,29119,Aviation American Gin,6,750,$14.50 ,$21.75 ,6,130.5,4.5,1.18
INV-41608700002,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,$8.00 ,$12.00 ,24,288,9,2.37
INV-41608100005,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11298,Crown Royal,6,1750,$32.99 ,$49.49 ,6,296.94,10.5,2.77
INV-41608800015,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86843,Ole Smoky Salty Caramel Whiskey,6,750,$10.00 ,$15.00 ,6,90,4.5,1.18
INV-41608800005,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011100,Blended Whiskies,306,MISSISSIPPI RIVER DISTIL,101641,Cody Road Six Shooter Variety Pack Minis,10,50,$9.00 ,$13.50 ,4,54,0.2,0.05
INV-41608100020,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,50,$11.50 ,$17.25 ,24,414,1.2,0.31
INV-41608800008,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1062500,Flavored Rum,35,BACARDI USA INC,43137,Bacardi Limon,12,1000,$9.50 ,$14.25 ,12,171,12,3.17
INV-41609100009,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1031200,American Flavored Vodka,380,Phillips Beverage,41692,UV Blue Raspberry,6,1750,$11.50 ,$17.25 ,2,34.5,3.5,0.92
INV-41606500004,11/3/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307881 43.384945),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36307,Hawkeye Vodka,12,1000,$4.05 ,$6.08 ,12,72.96,12,3.17
INV-41608100011,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081300,American Cordials & Liqueur,434,LUXCO INC,78866,Paramount Creme de Cacao White,12,750,$5.00 ,$7.50 ,12,90,9,2.37
INV-41608700004,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,$10.00 ,$15.00 ,12,180,9,2.37
INV-41608400004,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,300,McCormick Distilling Co.,100215,Tequila Rose Liqueur w/2 Shot Glasses,6,750,$11.50 ,$17.25 ,6,103.5,4.5,1.18
INV-41608100010,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,434,LUXCO INC,81196,Paramount Peppermint Schnapps PET,12,750,$4.00 ,$6.00 ,12,72,9,2.37
INV-41608100016,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1062200,White Rum,35,BACARDI USA INC,43120,Bacardi Superior PET,6,1750,$15.00 ,$22.50 ,150,3375,262.5,69.34
INV-41608800023,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012200,Scotch Whiskies,421,SAZERAC COMPANY  INC,10008,Scoresby Rare Scotch,6,1750,$10.50 ,$15.75 ,6,94.5,10.5,2.77
INV-41608000015,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011200,Straight Bourbon Whiskies,306,MISSISSIPPI RIVER DISTIL,27479,Cody Road Bourbon,6,750,$19.17 ,$28.76 ,6,172.56,4.5,1.18
INV-41608900001,11/3/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,901559,HA Blood Oath Trilogy II 3 Pack,1,2250,$400.00 ,$600.00 ,1,600,2.25,0.59
INV-41608400006,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1701100,Temporary & Specialty Packages,421,SAZERAC COMPANY  INC,101513,Fireball Cinnamon Whiskey Holiday Ornament Minis,12,50,$2.58 ,$3.87 ,12,46.44,0.6,0.15
INV-41609100016,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67528,Kahlua Coffee,6,1750,$26.48 ,$39.72 ,2,79.44,3.5,0.92
INV-41608800031,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1031100,American Vodkas,300,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,$7.47 ,$11.21 ,6,67.26,10.5,2.77
INV-41608600004,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,$11.07 ,$16.61 ,12,199.32,9,2.37
INV-41608100014,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081200,Cream Liqueurs,205,E & J Gallo Winery,73055,RumChata,12,750,$13.50 ,$20.25 ,12,243,9,2.37
INV-41606500001,11/3/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307881 43.384945),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,$7.17 ,$10.76 ,12,129.12,21,5.54
INV-41608800017,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1701100,Temporary & Specialty Packages,85,Brown Forman Corp.,74782,Jack Daniels Winter Jack,12,750,$10.34 ,$15.51 ,12,186.12,9,2.37
INV-41608600007,11/3/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,$18.00 ,$27.00 ,6,162,10.5,2.77
INV-41608800030,11/3/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011500,Bottled in Bond Bourbon,259,Heaven Hill Brands,16096,Evan Williams Bottled in Bond,12,750,$10.00 ,$15.00 ,12,180,9,2.37
INV-41609100012,11/3/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-92.553024 43.36384),55,Kossuth,1012100,Canadian Whiskies,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,$9.71 ,$14.57 ,3,43.71,3,0.79
INV-41608000010,11/3/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,421,SAZERAC COMPANY  INC,35948,Fleischmanns 80prf Vodka,6,1750,$6.50 ,$9.75 ,6,58.5,10.5,2.77
